stories_id,publish_date,title,url,language,ap_syndicated,inlink_count,facebook_share_count,outlink_count,media_inlink_count,media_id,media_name,media_url
721595899,7/11/17 15:55,Donald Trump Jr. says he never told his father about Russian meeting,http://www.washingtonexaminer.com/donald-trump-jr-says-he-never-told-his-father-about-russian-meeting/article/2628356,en,,0,343,0,0,6443,Washington Examiner,
657579169,7/14/17 17:01,Sixth person who attended Trump Jr. meeting with Russian lawyer identified,http://www.washingtonexaminer.com/article/2628723,en,,0,0,0,0,6443,Washington Examiner,
662130638,7/9/17 12:56,Donald Trump Jr. met with Kremlin-connected lawyer after promise of dirt on Hillary Clinton: report,http://www.washingtonexaminer.com/donald-trump-jr-met-with-kremlin-connected-lawyer-after-promise-of-dirt-on-hillary-clinton-report/article/2628122,en,,0,690,0,0,6443,Washington Examiner,
1004383677,7/13/17 0:00,"No, President Trump, most people wouldn't meet with a Russian lawyer",https://www.washingtonexaminer.com/no-president-trump-most-people-wouldnt-meet-with-a-russian-lawyer,en,,0,0,0,0,6443,Washington Examiner,
657607431,7/14/17 17:46,House Democrats ask what Ivanka Trump knew about Jared Kushner's Russian contacts,http://www.washingtonexaminer.com/article/2628734,en,,0,11,1,0,6443,Washington Examiner,
721734667,7/11/17 8:14,"Nancy Pelosi calls for Trump Jr., Manafort, Kushner to testify on meeting with Russian lawyer",http://www.washingtonexaminer.com/nancy-pelosi-calls-for-trump-jr-manafort-kushner-to-testify-on-meeting-with-russian-lawyer/article/2628272,en,,0,5,0,0,6443,Washington Examiner,
1038246457,7/14/17 0:00,Russian attorney who met with Donald Trump Jr. had conversations with top Kremlin prosecutor: Report,https://www.washingtonexaminer.com/russian-attorney-who-met-with-donald-trump-jr-had-conversations-with-top-kremlin-prosecutor-report,en,,0,0,0,0,6443,Washington Examiner,
806550041,7/14/17 20:56,Sixth person who attended Donald Trump Jr. meeting with Russian lawyer identified,http://www.washingtonexaminer.com/sixth-person-who-attended-donald-trump-jr-meeting-with-russian-lawyer-identified/article/2628723,en,,0,8,0,0,6443,Washington Examiner,
1038246401,7/13/17 0:00,Jared Kushner added 100 names to his list of foreign contacts: Report,https://www.washingtonexaminer.com/jared-kushner-added-100-names-to-his-list-of-foreign-contacts-report,en,,0,0,0,0,6443,Washington Examiner,
692390525,7/11/17 12:06,Julian Assange says he urged Donald Trump Jr. to publish emails on WikiLeaks,http://www.washingtonexaminer.com/julian-assange-says-he-urged-donald-trump-jr-to-publish-emails-on-wikileaks/article/2628318,en,,0,251,0,0,6443,Washington Examiner,
656314579,7/12/17 15:41,"Who is Rob Goldstone, the British publicist in Donald Trump Jr.'s emails?",http://www.washingtonexaminer.com/article/2628446,en,,0,27,1,0,6443,Washington Examiner,
1038216870,7/14/17 0:00,Ex-Russian spy attended Trump Jr. meeting with Russian lawyer: Report,https://www.washingtonexaminer.com/ex-russian-spy-attended-trump-jr-meeting-with-russian-lawyer-report,en,,0,26,0,0,6443,Washington Examiner,
657440429,7/14/17 5:04,CNN's White-Whale Russia Obsession,http://www.cnsnews.com/commentary/l-brent-bozell-iii/cnns-white-whale-russia-obsession,en,,0,585,0,0,20357,CNS News,
657017730,7/13/17 19:49,Trump on the Paris Climate Accord: ‘Something Could Happen … We’ll See’,http://www.cnsnews.com/news/article/fay-al-benhassain/trump-paris-climate-accord-something-could-happen-well-see,en,,0,130,0,0,20357,CNS News,
699108462,7/11/17 15:07,"Trump Jr. Releases Emails About Russian Meeting, Kaine Saying 'Treason'",https://thefederalist.com/2017/07/11/donald-trump-jr-releases-emails-with-russians-sen-tim-kaine-already-suggesting-treason/,en,,0,0,1,0,366282,thefederalist.com,
